Fecha;Aceites lubricantes;Asfalto;Bunker;Ceras;Combustible turbo jet;Diesel bajo azufre;Diesel ultra bajo azufre;Gas licuado de petróleo;Gasolina de aviación;Gasolina regular;Gasolina superior;Grasas lubricantes;Kerosina;"Mezclas
oleosas";Naftas;PetCoke;Petróleo crudo;Solventes;Butano;Diesel alto azufre;Orimulsión;Total
feb/2022;28,690.37;22,671.15;113,402.81;0.00;54,437.25;1,267,195.10;8,915.36;519,921.04;947.72;661,521.58;592,106.14;3,609.39;126.45;0.00;2.52;440,976.25;119,968.05;6,436.35;0.00;0.00;0.00;3,840,927.53
mar/2022;29,464.78;31,004.35;154,357.45;0.00;66,914.62;1,335,367.84;10,326.27;483,657.43;1,523.81;701,819.65;598,038.47;4,287.51;141.38;1,500.00;134.92;455,044.70;128,886.16;7,693.95;0.00;0.00;0.00;4,010,163.29
abr/2022;25,782.82;16,827.45;133,668.15;-11.79;69,048.36;1,288,232.70;9,065.57;493,178.40;1,390.31;812,059.06;569,199.43;7,109.72;160.61;652.00;394.46;405,287.72;104,909.33;5,358.26;0.00;0.00;0.00;3,942,312.56
may/2022;25,853.21;21,737.46;167,050.20;-82.52;71,003.32;1,109,576.77;8,920.19;515,616.02;1,333.33;791,824.98;483,991.63;4,737.69;426.14;728.29;166.74;409,436.09;101,345.62;9,698.39;0.00;0.00;0.00;3,723,363.55
jun/2022;25,887.94;19,273.76;104,641.21;14.47;68,988.11;1,102,689.46;9,445.02;513,914.27;1,338.21;781,009.47;507,260.42;4,057.90;797.57;2,105.56;0.50;362,269.01;99,404.50;7,380.71;0.00;0.00;0.00;3,610,478.09
jul/2022;21,393.25;27,249.06;107,271.87;15.71;70,983.86;1,125,984.15;9,177.23;513,619.25;1,142.86;788,841.46;554,496.90;7,441.02;536.57;1,519.74;153.09;432,128.63;96,843.79;7,556.06;0.00;0.00;0.00;3,766,354.50
ago/2022;23,208.91;33,587.39;109,190.19;-143.00;74,443.19;1,107,348.96;9,928.60;541,273.94;1,292.79;784,468.32;581,844.42;6,487.42;211.02;1,573.56;98.60;462,195.76;115,875.47;7,619.59;0.00;0.00;0.00;3,860,505.13
sep/2022;22,348.19;39,127.46;135,728.17;0.00;63,518.27;1,202,883.03;10,663.38;479,529.68;1,129.28;760,396.15;570,632.20;4,177.49;88.55;2,452.28;46.75;404,922.34;100,738.00;8,249.40;0.00;0.00;0.00;3,806,630.62
oct/2022;25,580.00;55,160.16;131,645.27;-94.29;54,757.41;979,243.31;8,890.20;545,823.45;1,138.12;768,784.36;573,943.48;7,409.45;241.35;1,914.45;37.27;352,332.22;123,296.80;10,662.76;0.00;0.00;0.00;3,640,765.77
nov/2022;25,768.80;72,337.43;139,804.79;-439.19;67,178.42;1,165,294.16;10,785.62;528,393.77;1,112.59;771,173.12;572,163.23;5,610.95;-3.33;1,598.96;67.94;748,589.98;137,937.12;11,728.21;0.00;0.00;0.00;4,259,102.57
dic/2022;25,304.91;57,533.95;135,803.78;-286.43;94,150.68;1,241,281.79;8,940.56;556,737.22;1,320.96;865,851.44;635,953.46;3,668.38;362.38;1,786.75;60.41;283,650.41;135,988.00;6,824.75;0.00;0.00;0.00;4,054,933.40
ene/2023;26,561.43;77,035.87;105,294.71;-380.72;73,581.22;1,285,932.51;9,391.16;574,148.00;1,224.04;804,524.73;599,501.29;5,654.81;540.21;2,222.59;142.63;427,535.42;112,435.87;7,647.92;0.00;0.00;0.00;4,112,993.69
feb/2023;25,841.91;74,416.24;116,577.42;-287.62;66,761.16;1,226,884.63;8,398.95;497,273.19;1,134.43;737,345.64;544,144.00;510.40;935.55;1,133.80;145.61;311,098.09;100,237.67;16,166.19;0.00;0.00;0.00;3,728,717.26
mar/2023;31,025.18;69,630.40;194,492.83;;83,431.51;1,463,008.43;11,462.71;588,892.16;1,514.78;875,010.34;656,941.64;481.54;-1,882.43;2,024.49;268.68;311,475.22;112,090.14;12,781.27;0.00;0.00;0.00;4,412,648.89
abr/2023;23,786.29;74,654.67;157,844.83;-841.64;80,733.64;1,247,899.39;10,553.37;513,919.89;1,390.03;798,128.36;586,642.20;415.69;-1,568.78;940.32;108.23;322,290.11;96,434.73;13,410.95;0.00;0.00;0.00;3,926,742.28
may/2023;27,142.62;76,296.87;221,002.66;-797.34;73,860.95;1,346,554.12;12,201.45;561,767.17;1,790.83;866,826.79;646,221.20;526.03;-2,825.20;1,652.70;117.00;508,981.62;114,448.93;15,367.18;0.00;0.00;0.00;4,471,135.58
jun/2023;20,984.44;61,945.89;278,395.87;-141.21;83,670.38;1,159,045.92;11,006.74;532,138.90;1,757.38;782,745.17;616,290.21;251.49;-242.23;1,479.62;244.37;477,277.35;103,883.51;13,786.74;0.00;0.00;0.00;4,144,520.54
jul/2023;26,154.75;51,822.56;184,922.99;-300.65;86,543.50;1,178,454.37;10,322.55;521,833.56;1,668.74;825,219.05;642,098.16;124.47;61.33;1,742.72;289.82;463,783.28;103,263.65;18,098.98;0.00;0.00;0.00;4,116,103.83
ago/2023;28,448.14;36,555.03;177,433.27;-370.81;85,858.76;1,222,453.19;11,621.18;543,825.64;1,496.00;851,754.02;632,333.40;570.27;94.24;1,289.49;322.29;578,024.40;118,906.90;21,312.71;0.00;0.00;0.00;4,311,928.12
sep/2023;26,664.59;30,992.39;153,538.96;0.00;78,170.33;1,103,622.25;10,333.31;517,699.48;1,309.79;799,852.73;597,670.26;418.09;58.97;1,580.67;407.86;466,772.04;98,530.47;10,044.27;0.00;0.00;0.00;3,897,666.46
oct/2023;17,666.08;16,064.27;140,794.11;-231.53;61,988.69;998,113.39;9,768.00;495,261.14;1,871.98;728,741.16;531,542.58;163.86;35.57;1,538.41;48.39;320,934.87;16,701.00;16,998.76;0.00;0.00;0.00;3,358,000.73
nov/2023;27,621.73;20,210.70;139,849.79;0.00;87,293.60;1,248,223.75;11,149.45;530,542.42;1,142.86;807,947.98;632,180.03;239.31;362.38;1,653.74;59.66;277,411.44;96,347.00;12,303.72;0.00;0.00;0.00;3,894,539.56
dic/2023;24,983.37;14,626.67;177,249.65;-572.63;96,335.03;1,334,692.15;10,583.80;541,263.18;1,511.90;880,233.12;691,389.62;146.53;113.22;1,283.82;2.18;371,910.12;80,461.30;14,748.21;0.00;0.00;0.00;4,240,961.24
ene/2024;28,739.00;11,541.39;155,857.44;-425.40;101,931.98;1,359,012.49;12,753.66;548,124.45;1,428.57;830,708.13;658,083.66;497.12;58.93;2,211.55;63.00;494,201.60;91,360.15;14,764.28;0.00;0.00;0.00;4,310,912.00
feb/2024;26,061.54;16,710.19;116,497.67;-374.79;90,032.19;1,340,174.42;12,428.51;526,897.85;1,140.33;818,740.16;654,059.60;-593.71;-405.69;2,061.43;42.15;307,639.83;80,009.60;21,105.25;0.00;0.00;0.00;4,012,226.53
mar/2024;25,159.01;13,146.14;243,839.73;-124.51;92,065.02;1,393,324.52;12,378.90;523,990.91;1,510.75;870,771.70;671,997.05;646.23;94.17;1,709.22;0.90;534,218.36;87,066.32;5,069.30;0.00;0.00;0.00;4,476,863.72
abr/2024;30,759.23;12,942.60;169,259.07;-408.66;84,078.82;1,428,143.44;13,960.16;531,880.19;1,495.49;847,353.15;633,520.57;539.51;23.45;2,209.47;49.32;270,494.00;76,628.15;18,204.87;0.00;0.00;0.00;4,121,132.83
may/2024;29,422.53;10,648.82;407,622.36;-679.88;88,754.57;1,396,161.97;11,513.25;536,754.38;1,605.58;894,533.14;692,427.94;217.62;93.45;1,934.08;239.14;522,187.82;85,210.78;14,524.46;0.00;0.00;0.00;4,693,172.01
jun/2024;28,122.45;12,238.87;185,666.77;24.60;88,648.86;1,159,042.18;12,976.01;523,778.26;1,130.15;794,408.31;629,424.37;402.08;129.02;1,972.12;76.60;520,610.00;72,067.92;13,313.96;0.00;0.00;0.00;4,044,032.53
